ID,StartDate,discrimination,internalized-homophobia,tests-six-months,never-heard-of-prep,self-esteem,,,,,,,,,,,,,,,,
487,20-Apr-2018 19:56:27,2.11,2,0,1,29,,,,,,,,,,,,,,,,
829,18-Apr-2018 21:55:28,1,2,0,0,27,,,,,,,,,,,,,,,,
830,20-Apr-2018 23:16:09,1.78,2,1,0,27,,,,,,,,,,,,,,,,
837,21-Apr-2018 05:08:07,1,2,0,1,28,,,,,,,,,,,,,,,,
965,21-Apr-2018 19:41:55,1,2,0,0,26,,,,,,,,,,,,,,,,
27,20-Apr-2018 23:51:02,1,1.89,1,1,33,,,,,,,,,,,,,,,,
28,20-Apr-2018 23:47:32,1,1.89,1,1,28,,,,,,,,,,,,,,,,
184,21-Apr-2018 01:51:28,1.22,1.89,0,0,27,,,,,,,,,,,,,,,,
190,21-Apr-2018 04:26:40,1,1.89,0,0,28,,,,,,,,,,,,,,,,
236,21-Apr-2018 06:15:21,1,1.89,1,1,33,,,,,,,,,,,,,,,,
360,19-Apr-2018 12:34:50,1.67,1.89,0,1,33,,,,,,,,,,,,,,,,
406,20-Apr-2018 22:19:53,2.56,1.89,0,0,33,,,,,,,,,,,,,,,,
784,21-Apr-2018 19:46:49,1,1.89,0,1,33,,,,,,,,,,,,,,,,
966,21-Apr-2018 06:15:57,1.22,1.89,1,1,25,,,,,,,,,,,,,,,,
1005,21-Apr-2018 17:20:41,3.67,1.89,1,1,24,,,,,,,,,,,,,,,,
1,21-Apr-2018 21:59:04,1.22,1.78,1,1,26,,,,,,,,,,,,,,,,
25,21-Apr-2018 06:23:08,1.33,1.78,0,1,28,,,,,,,,,,,,,,,,
40,20-Apr-2018 22:07:21,1.89,1.78,0,1,28,,,,,,,,,,,,,,,,
71,21-Apr-2018 19:30:56,1.22,1.78,1,1,29,,,,,,,,,,,,,,,,
78,21-Apr-2018 19:25:24,1,1.78,1,1,28,,,,,,,,,,,,,,,,
80,21-Apr-2018 19:08:56,1.11,1.78,1,1,29,,,,,,,,,,,,,,,,
167,21-Apr-2018 20:14:39,1,1.78,0,0,26,,,,,,,,,,,,,,,,
174,21-Apr-2018 06:55:34,1,1.78,0,0,31,,,,,,,,,,,,,,,,
178,21-Apr-2018 17:26:08,1.33,1.78,0,1,30,,,,,,,,,,,,,,,,
180,21-Apr-2018 04:15:34,1.22,1.78,1,1,30,,,,,,,,,,,,,,,,
185,21-Apr-2018 04:07:21,1,1.78,0,1,28,,,,,,,,,,,,,,,,
199,21-Apr-2018 17:50:11,1,1.78,1,1,31,,,,,,,,,,,,,,,,
210,21-Apr-2018 18:22:10,2,1.78,1,1,31,,,,,,,,,,,,,,,,
251,21-Apr-2018 19:53:17,1.11,1.78,0,1,29,,,,,,,,,,,,,,,,
464,20-Apr-2018 23:16:43,1,1.78,0,1,33,,,,,,,,,,,,,,,,
465,18-Apr-2018 13:40:39,2.44,1.78,0,1,29,,,,,,,,,,,,,,,,
568,21-Apr-2018 20:49:20,1,1.78,0,1,26,,,,,,,,,,,,,,,,
600,18-Apr-2018 21:30:34,2.11,1.78,0,0,33,,,,,,,,,,,,,,,,
601,20-Apr-2018 23:35:39,1,1.78,1,0,31,,,,,,,,,,,,,,,,
633,20-Apr-2018 20:32:42,1.67,1.78,0,1,34,,,,,,,,,,,,,,,,
668,20-Apr-2018 22:56:07,2.33,1.78,0,1,23,,,,,,,,,,,,,,,,
692,21-Apr-2018 21:12:05,1,1.78,0,1,30,,,,,,,,,,,,,,,,
728,19-Apr-2018 19:29:27,1.56,1.78,0,1,33,,,,,,,,,,,,,,,,
736,21-Apr-2018 19:36:04,1,1.78,1,1,27,,,,,,,,,,,,,,,,
749,20-Apr-2018 15:28:07,1.56,1.78,0,1,33,,,,,,,,,,,,,,,,
752,20-Apr-2018 16:59:28,2,1.78,0,1,32,,,,,,,,,,,,,,,,
885,17-Apr-2018 19:21:08,3.33,1.78,1,1,25,,,,,,,,,,,,,,,,
945,20-Apr-2018 23:16:08,1,1.78,0,1,28,,,,,,,,,,,,,,,,
968,21-Apr-2018 05:53:07,1,1.78,1,1,33,,,,,,,,,,,,,,,,
3,21-Apr-2018 20:22:57,1.22,1.67,1,1,30,,,,,,,,,,,,,,,,
4,21-Apr-2018 21:42:30,1.22,1.67,1,1,27,,,,,,,,,,,,,,,,
36,21-Apr-2018 05:35:35,2.11,1.67,0,1,32,,,,,,,,,,,,,,,,
38,21-Apr-2018 19:56:37,2.33,1.67,0,1,28,,,,,,,,,,,,,,,,
120,21-Apr-2018 05:38:35,2,1.67,1,1,25,,,,,,,,,,,,,,,,
153,21-Apr-2018 19:25:58,1.44,1.67,0,1,30,,,,,,,,,,,,,,,,
164,21-Apr-2018 04:07:00,1.89,1.67,1,1,31,,,,,,,,,,,,,,,,
170,21-Apr-2018 18:25:06,2.11,1.67,1,1,28,,,,,,,,,,,,,,,,
171,21-Apr-2018 16:58:45,2,1.67,0,1,30,,,,,,,,,,,,,,,,
175,21-Apr-2018 06:46:24,2.11,1.67,1,1,33,,,,,,,,,,,,,,,,
183,21-Apr-2018 03:31:41,1.33,1.67,1,0,28,,,,,,,,,,,,,,,,
211,21-Apr-2018 01:51:32,1,1.67,1,1,32,,,,,,,,,,,,,,,,
219,21-Apr-2018 19:56:27,1.56,1.67,1,1,27,,,,,,,,,,,,,,,,
222,21-Apr-2018 04:51:58,2.22,1.67,0,1,31,,,,,,,,,,,,,,,,
225,21-Apr-2018 19:55:09,1.67,1.67,1,1,33,,,,,,,,,,,,,,,,
269,21-Apr-2018 02:59:14,2,1.67,1,1,31,,,,,,,,,,,,,,,,
395,21-Apr-2018 04:09:11,1.78,1.67,0,1,29,,,,,,,,,,,,,,,,
396,21-Apr-2018 04:51:33,2,1.67,1,1,29,,,,,,,,,,,,,,,,
397,21-Apr-2018 04:43:14,2,1.67,0,1,30,,,,,,,,,,,,,,,,
401,21-Apr-2018 00:55:31,2.22,1.67,1,1,29,,,,,,,,,,,,,,,,
402,21-Apr-2018 19:56:11,1.89,1.67,1,1,29,,,,,,,,,,,,,,,,
404,20-Apr-2018 15:43:49,1.56,1.67,1,0,29,,,,,,,,,,,,,,,,
410,21-Apr-2018 01:49:20,1.56,1.67,1,1,28,,,,,,,,,,,,,,,,
411,21-Apr-2018 01:49:34,2.22,1.67,1,1,31,,,,,,,,,,,,,,,,
412,21-Apr-2018 00:53:25,1.67,1.67,1,1,29,,,,,,,,,,,,,,,,
421,21-Apr-2018 18:26:26,2.22,1.67,1,1,32,,,,,,,,,,,,,,,,
468,19-Apr-2018 13:26:38,1.89,1.67,0,0,32,,,,,,,,,,,,,,,,
480,21-Apr-2018 15:29:43,2,1.67,0,1,35,,,,,,,,,,,,,,,,
488,21-Apr-2018 02:59:01,1.89,1.67,1,1,27,,,,,,,,,,,,,,,,
489,21-Apr-2018 02:59:36,1.56,1.67,1,1,27,,,,,,,,,,,,,,,,
490,21-Apr-2018 04:07:06,1.78,1.67,1,1,26,,,,,,,,,,,,,,,,
538,21-Apr-2018 04:55:32,2.11,1.67,1,1,30,,,,,,,,,,,,,,,,
539,21-Apr-2018 18:25:53,2.44,1.67,0,1,30,,,,,,,,,,,,,,,,
544,21-Apr-2018 18:25:41,1.89,1.67,1,1,27,,,,,,,,,,,,,,,,
547,21-Apr-2018 05:35:53,1.89,1.67,0,1,25,,,,,,,,,,,,,,,,
553,21-Apr-2018 02:59:00,1.78,1.67,1,1,27,,,,,,,,,,,,,,,,
569,18-Apr-2018 23:05:37,1.89,1.67,0,1,31,,,,,,,,,,,,,,,,
640,21-Apr-2018 19:55:04,2.33,1.67,1,1,30,,,,,,,,,,,,,,,,
643,21-Apr-2018 00:48:14,1.89,1.67,0,1,24,,,,,,,,,,,,,,,,
647,21-Apr-2018 21:48:45,1.11,1.67,0,0,30,,,,,,,,,,,,,,,,
651,21-Apr-2018 00:52:48,1.78,1.67,1,1,27,,,,,,,,,,,,,,,,
664,21-Apr-2018 18:26:15,1.33,1.67,0,1,27,,,,,,,,,,,,,,,,
672,21-Apr-2018 03:21:17,2.33,1.67,0,1,30,,,,,,,,,,,,,,,,
680,19-Apr-2018 05:32:54,1,1.67,0,1,31,,,,,,,,,,,,,,,,
705,18-Apr-2018 15:55:50,1.89,1.67,0,1,36,,,,,,,,,,,,,,,,
715,21-Apr-2018 00:49:31,2.11,1.67,0,1,26,,,,,,,,,,,,,,,,
718,21-Apr-2018 04:51:18,2.33,1.67,0,1,32,,,,,,,,,,,,,,,,
734,21-Apr-2018 05:57:41,1.22,1.67,0,1,26,,,,,,,,,,,,,,,,
759,21-Apr-2018 21:10:48,1.56,1.67,0,1,33,,,,,,,,,,,,,,,,
807,21-Apr-2018 00:34:11,1.89,1.67,0,1,30,,,,,,,,,,,,,,,,
814,20-Apr-2018 23:05:30,2.11,1.67,0,1,28,,,,,,,,,,,,,,,,
816,18-Apr-2018 21:19:28,2.25,1.67,0,0,28,,,,,,,,,,,,,,,,
831,21-Apr-2018 01:49:30,2.11,1.67,0,1,31,,,,,,,,,,,,,,,,
832,21-Apr-2018 19:55:18,2.22,1.67,1,1,29,,,,,,,,,,,,,,,,
834,21-Apr-2018 05:35:25,1.78,1.67,0,1,30,,,,,,,,,,,,,,,,
835,21-Apr-2018 04:08:04,1.89,1.67,0,1,26,,,,,,,,,,,,,,,,
836,21-Apr-2018 05:35:17,1.89,1.67,1,1,26,,,,,,,,,,,,,,,,
838,21-Apr-2018 18:25:35,2.56,1.67,1,1,26,,,,,,,,,,,,,,,,
841,21-Apr-2018 02:58:42,1.67,1.67,1,1,28,,,,,,,,,,,,,,,,
844,21-Apr-2018 01:48:36,2.11,1.67,1,1,28,,,,,,,,,,,,,,,,
920,21-Apr-2018 05:35:47,2.11,1.67,0,1,30,,,,,,,,,,,,,,,,
923,18-Apr-2018 19:05:43,1.22,1.67,0,1,29,,,,,,,,,,,,,,,,
928,20-Apr-2018 21:35:56,2.33,1.67,1,1,28,,,,,,,,,,,,,,,,
972,21-Apr-2018 20:39:49,1.22,1.67,1,1,26,,,,,,,,,,,,,,,,
977,21-Apr-2018 04:06:53,2,1.67,1,1,31,,,,,,,,,,,,,,,,
979,21-Apr-2018 04:51:12,2.44,1.67,0,1,30,,,,,,,,,,,,,,,,
995,21-Apr-2018 01:48:47,1.89,1.67,0,1,29,,,,,,,,,,,,,,,,
1011,21-Apr-2018 15:16:56,2.78,1.67,0,1,29,,,,,,,,,,,,,,,,
2,21-Apr-2018 21:26:37,1.22,1.56,1,0,29,,,,,,,,,,,,,,,,
12,18-Apr-2018 22:30:09,2.56,1.56,0,1,34,,,,,,,,,,,,,,,,
150,20-Apr-2018 21:35:15,1.56,1.56,0,0,33,,,,,,,,,,,,,,,,
151,20-Apr-2018 14:32:28,1.56,1.56,0,1,32,,,,,,,,,,,,,,,,
177,21-Apr-2018 06:54:24,1.22,1.56,0,1,30,,,,,,,,,,,,,,,,
181,21-Apr-2018 03:25:50,1.22,1.56,0,1,26,,,,,,,,,,,,,,,,
197,21-Apr-2018 18:31:55,1,1.56,0,1,31,,,,,,,,,,,,,,,,
200,21-Apr-2018 17:56:36,1.89,1.56,0,1,35,,,,,,,,,,,,,,,,
208,21-Apr-2018 03:20:10,1,1.56,1,1,32,,,,,,,,,,,,,,,,
213,21-Apr-2018 03:34:50,1,1.56,0,1,32,,,,,,,,,,,,,,,,
271,18-Apr-2018 19:31:06,2.11,1.56,0,1,33,,,,,,,,,,,,,,,,
288,20-Apr-2018 17:30:03,1.67,1.56,0,0,32,,,,,,,,,,,,,,,,
303,20-Apr-2018 22:00:26,1.78,1.56,0,1,32,,,,,,,,,,,,,,,,
374,20-Apr-2018 23:29:56,1,1.56,1,1,33,,,,,,,,,,,,,,,,
463,20-Apr-2018 13:41:16,2.44,1.56,0,1,28,,,,,,,,,,,,,,,,
479,21-Apr-2018 15:10:15,1.67,1.56,0,0,35,,,,,,,,,,,,,,,,
493,20-Apr-2018 18:43:16,3.33,1.56,1,1,29,,,,,,,,,,,,,,,,
592,20-Apr-2018 20:57:35,1.89,1.56,0,1,33,,,,,,,,,,,,,,,,
602,21-Apr-2018 06:33:54,1.33,1.56,0,1,27,,,,,,,,,,,,,,,,
613,20-Apr-2018 11:23:23,1.56,1.56,0,1,33,,,,,,,,,,,,,,,,
617,18-Apr-2018 18:03:00,1.89,1.56,0,1,33,,,,,,,,,,,,,,,,
619,18-Apr-2018 18:32:25,2,1.56,0,1,32,,,,,,,,,,,,,,,,
624,18-Apr-2018 17:31:24,2.11,1.56,1,1,24,,,,,,,,,,,,,,,,
644,18-Apr-2018 20:29:31,2.11,1.56,0,1,33,,,,,,,,,,,,,,,,
652,21-Apr-2018 17:29:34,1.67,1.56,0,1,32,,,,,,,,,,,,,,,,
694,18-Apr-2018 22:01:18,1.78,1.56,0,1,34,,,,,,,,,,,,,,,,
708,18-Apr-2018 14:50:49,1.89,1.56,0,1,34,,,,,,,,,,,,,,,,
733,21-Apr-2018 05:43:41,1,1.56,1,1,33,,,,,,,,,,,,,,,,
742,21-Apr-2018 16:27:54,1.67,1.56,0,1,32,,,,,,,,,,,,,,,,
798,20-Apr-2018 18:32:58,1.67,1.56,0,1,29,,,,,,,,,,,,,,,,
13,20-Apr-2018 12:58:02,1.67,1.44,0,1,33,,,,,,,,,,,,,,,,
138,19-Apr-2018 10:25:23,1.56,1.44,0,1,35,,,,,,,,,,,,,,,,
157,18-Apr-2018 15:33:10,2.11,1.44,0,1,32,,,,,,,,,,,,,,,,
176,21-Apr-2018 07:10:05,2.67,1.44,1,1,34,,,,,,,,,,,,,,,,
204,21-Apr-2018 01:09:45,1,1.44,0,1,31,,,,,,,,,,,,,,,,
235,21-Apr-2018 20:57:54,1,1.44,1,0,28,,,,,,,,,,,,,,,,
477,19-Apr-2018 20:29:41,1.89,1.44,1,1,33,,,,,,,,,,,,,,,,
598,18-Apr-2018 21:00:20,1.78,1.44,0,1,35,,,,,,,,,,,,,,,,
610,20-Apr-2018 14:01:15,1.67,1.44,0,1,34,,,,,,,,,,,,,,,,
675,21-Apr-2018 03:55:43,1.33,1.44,0,0,29,,,,,,,,,,,,,,,,
685,18-Apr-2018 08:58:29,1,1.44,0,1,27,,,,,,,,,,,,,,,,
703,19-Apr-2018 13:01:47,1.33,1.44,0,1,33,,,,,,,,,,,,,,,,
704,19-Apr-2018 17:01:47,1.78,1.44,0,0,35,,,,,,,,,,,,,,,,
747,20-Apr-2018 15:58:59,1.56,1.44,0,1,34,,,,,,,,,,,,,,,,
751,20-Apr-2018 16:31:16,2,1.44,0,1,34,,,,,,,,,,,,,,,,
793,20-Apr-2018 18:57:41,1.78,1.44,0,1,33,,,,,,,,,,,,,,,,
794,20-Apr-2018 19:33:21,1.67,1.44,0,1,34,,,,,,,,,,,,,,,,
796,21-Apr-2018 21:43:23,1.78,1.44,0,1,33,,,,,,,,,,,,,,,,
930,18-Apr-2018 08:07:46,1,1.44,0,1,29,,,,,,,,,,,,,,,,
1004,20-Apr-2018 18:01:59,1.44,1.44,0,1,31,,,,,,,,,,,,,,,,
15,20-Apr-2018 10:45:45,1.78,1.33,0,1,34,,,,,,,,,,,,,,,,
141,19-Apr-2018 11:30:56,1.56,1.33,0,1,34,,,,,,,,,,,,,,,,
142,19-Apr-2018 11:59:42,1.89,1.33,1,1,35,,,,,,,,,,,,,,,,
152,20-Apr-2018 15:03:21,1.78,1.33,1,1,34,,,,,,,,,,,,,,,,
223,18-Apr-2018 07:31:10,1.44,1.33,0,1,34,,,,,,,,,,,,,,,,
258,21-Apr-2018 18:08:04,1.67,1.33,0,1,34,,,,,,,,,,,,,,,,
527,20-Apr-2018 21:17:15,1.56,1.33,0,0,27,,,,,,,,,,,,,,,,
534,20-Apr-2018 13:27:35,2,1.33,0,1,29,,,,,,,,,,,,,,,,
608,18-Apr-2018 22:18:27,2.56,1.33,0,1,31,,,,,,,,,,,,,,,,
621,18-Apr-2018 18:59:49,2.11,1.33,0,1,34,,,,,,,,,,,,,,,,
622,18-Apr-2018 16:32:27,1.78,1.33,0,0,32,,,,,,,,,,,,,,,,
638,20-Apr-2018 19:56:53,1.89,1.33,0,1,34,,,,,,,,,,,,,,,,
656,19-Apr-2018 19:57:30,1.67,1.33,0,1,34,,,,,,,,,,,,,,,,
754,18-Apr-2018 19:59:08,2.22,1.33,0,1,33,,,,,,,,,,,,,,,,
892,21-Apr-2018 20:37:40,1.44,1.33,0,1,33,,,,,,,,,,,,,,,,
1006,20-Apr-2018 11:46:29,1.67,1.33,0,1,34,,,,,,,,,,,,,,,,
14,18-Apr-2018 13:43:53,2.22,1.22,0,1,32,,,,,,,,,,,,,,,,
287,20-Apr-2018 12:26:33,1.56,1.22,0,1,34,,,,,,,,,,,,,,,,
294,18-Apr-2018 17:04:29,1.89,1.22,0,1,32,,,,,,,,,,,,,,,,
413,20-Apr-2018 14:04:58,3.22,1.22,1,1,28,,,,,,,,,,,,,,,,
636,19-Apr-2018 11:22:54,1.56,1.22,1,1,25,,,,,,,,,,,,,,,,
724,19-Apr-2018 18:33:36,1.67,1.22,0,0,32,,,,,,,,,,,,,,,,
729,19-Apr-2018 18:59:00,2.22,1.22,0,1,32,,,,,,,,,,,,,,,,
625,19-Apr-2018 00:03:31,3.33,1.11,0,1,29,,,,,,,,,,,,,,,,
701,19-Apr-2018 17:30:25,1.56,1.11,0,1,35,,,,,,,,,,,,,,,,
745,20-Apr-2018 13:29:39,1.56,1.11,0,0,34,,,,,,,,,,,,,,,,
20,18-Apr-2018 15:22:10,2.67,1,0,1,28,,,,,,,,,,,,,,,,
58,18-Apr-2018 08:35:41,4,1,0,1,26,,,,,,,,,,,,,,,,
104,21-Apr-2018 20:58:40,1.78,1,0,1,24,,,,,,,,,,,,,,,,
159,16-Apr-2018 11:05:35,2.89,1,1,1,30,,,,,,,,,,,,,,,,
160,16-Apr-2018 11:05:11,2.89,1,1,1,26,,,,,,,,,,,,,,,,
246,17-Apr-2018 22:06:21,2.33,1,0,1,40,,,,,,,,,,,,,,,,
254,17-Apr-2018 21:02:40,3,1,0,0,25,,,,,,,,,,,,,,,,
280,20-Apr-2018 17:59:21,2.11,1,0,0,22,,,,,,,,,,,,,,,,
292,18-Apr-2018 08:22:26,5.56,1,0,1,34,,,,,,,,,,,,,,,,
302,17-Apr-2018 19:03:36,5.33,1,0,1,34,,,,,,,,,,,,,,,,
364,18-Apr-2018 09:04:33,2.11,1,0,1,36,,,,,,,,,,,,,,,,
414,21-Apr-2018 10:34:32,2.11,1,0,0,27,,,,,,,,,,,,,,,,
437,20-Apr-2018 19:41:44,1.56,1,0,1,31,,,,,,,,,,,,,,,,
469,21-Apr-2018 13:54:10,1.44,1,0,1,30,,,,,,,,,,,,,,,,
471,20-Apr-2018 20:35:59,1.78,1,1,1,29,,,,,,,,,,,,,,,,
522,21-Apr-2018 18:02:05,2.44,1,0,1,29,,,,,,,,,,,,,,,,
531,21-Apr-2018 09:08:01,1.89,1,0,1,21,,,,,,,,,,,,,,,,
532,21-Apr-2018 15:02:45,2.11,1,0,1,35,,,,,,,,,,,,,,,,
540,20-Apr-2018 16:28:00,2.44,1,0,1,35,,,,,,,,,,,,,,,,
585,18-Apr-2018 11:28:37,2,1,1,1,26,,,,,,,,,,,,,,,,
597,20-Apr-2018 22:57:18,1.33,1,0,1,29,,,,,,,,,,,,,,,,
607,19-Apr-2018 12:28:46,2.56,1,0,1,33,,,,,,,,,,,,,,,,
639,19-Apr-2018 02:18:35,1.56,1,1,1,35,,,,,,,,,,,,,,,,
689,18-Apr-2018 08:46:39,2.44,1,1,1,26,,,,,,,,,,,,,,,,
710,18-Apr-2018 08:30:25,1.89,1,1,1,37,,,,,,,,,,,,,,,,
806,20-Apr-2018 12:46:14,2.89,1,0,1,30,,,,,,,,,,,,,,,,
817,21-Apr-2018 19:00:55,1.78,1,0,1,33,,,,,,,,,,,,,,,,
986,18-Apr-2018 09:53:22,5,1,0,0,25,,,,,,,,,,,,,,,,
987,18-Apr-2018 22:38:53,2.78,1,0,0,25,,,,,,,,,,,,,,,,
991,19-Apr-2018 01:32:59,1.44,1,0,1,25,,,,,,,,,,,,,,,,
8,20-Apr-2018 21:30:42,2.78,,0,0,,,,,,,,,,,,,,,,,
10,19-Apr-2018 01:48:31,,,0,0,,,,,,,,,,,,,,,,,
57,18-Apr-2018 08:31:22,,,0,0,,,,,,,,,,,,,,,,,
116,20-Apr-2018 21:30:06,2.11,,0,0,,,,,,,,,,,,,,,,,
117,20-Apr-2018 22:19:25,,,0,0,,,,,,,,,,,,,,,,,
119,20-Apr-2018 15:14:31,,,0,0,,,,,,,,,,,,,,,,,
121,18-Apr-2018 00:46:54,,,0,0,,,,,,,,,,,,,,,,,
134,20-Apr-2018 14:30:17,,,0,0,,,,,,,,,,,,,,,,,
143,20-Apr-2018 21:30:51,2.33,,0,1,,,,,,,,,,,,,,,,,
144,20-Apr-2018 05:49:22,,,0,0,,,,,,,,,,,,,,,,,
145,20-Apr-2018 22:19:31,,,0,0,,,,,,,,,,,,,,,,,
165,20-Apr-2018 00:51:54,,,0,0,,,,,,,,,,,,,,,,,
166,20-Apr-2018 01:09:59,,,0,0,,,,,,,,,,,,,,,,,
218,20-Apr-2018 11:47:49,,,0,0,,,,,,,,,,,,,,,,,
224,20-Apr-2018 10:07:08,1,,0,0,,,,,,,,,,,,,,,,,
230,21-Apr-2018 04:15:40,,,0,0,,,,,,,,,,,,,,,,,
244,20-Apr-2018 16:45:11,2.78,,0,0,,,,,,,,,,,,,,,,,
245,17-Apr-2018 21:46:35,2.56,,0,1,39,,,,,,,,,,,,,,,,
265,21-Apr-2018 09:29:10,,,0,0,,,,,,,,,,,,,,,,,
268,18-Apr-2018 02:03:51,4.11,,1,1,26,,,,,,,,,,,,,,,,
318,18-Apr-2018 02:17:07,3.22,,0,0,,,,,,,,,,,,,,,,,
328,19-Apr-2018 18:26:17,1.89,,1,1,,,,,,,,,,,,,,,,,
332,21-Apr-2018 12:18:26,,,0,0,,,,,,,,,,,,,,,,,
334,20-Apr-2018 11:03:02,2.44,,0,1,,,,,,,,,,,,,,,,,
351,18-Apr-2018 08:58:58,,,0,0,,,,,,,,,,,,,,,,,
355,18-Apr-2018 02:55:47,3.67,,0,1,27,,,,,,,,,,,,,,,,
377,20-Apr-2018 09:29:05,1.89,,0,1,,,,,,,,,,,,,,,,,
398,21-Apr-2018 01:49:14,,,0,0,,,,,,,,,,,,,,,,,
408,18-Apr-2018 03:57:03,2.78,,1,0,,,,,,,,,,,,,,,,,
458,21-Apr-2018 21:57:32,,,0,0,,,,,,,,,,,,,,,,,
476,19-Apr-2018 15:28:41,,,0,0,,,,,,,,,,,,,,,,,
536,20-Apr-2018 15:12:41,,,0,0,,,,,,,,,,,,,,,,,
586,17-Apr-2018 17:06:44,4.44,,1,1,28,,,,,,,,,,,,,,,,
730,20-Apr-2018 00:49:05,,,0,0,,,,,,,,,,,,,,,,,
737,21-Apr-2018 16:39:07,,,0,0,,,,,,,,,,,,,,,,,
738,21-Apr-2018 09:03:29,,,0,0,,,,,,,,,,,,,,,,,
891,18-Apr-2018 23:26:15,,,0,0,,,,,,,,,,,,,,,,,
911,18-Apr-2018 22:15:32,3.89,,0,1,24,,,,,,,,,,,,,,,,
922,20-Apr-2018 09:33:59,3.67,,0,0,,,,,,,,,,,,,,,,,
949,17-Apr-2018 11:15:44,,,0,0,,,,,,,,,,,,,,,,,
959,18-Apr-2018 00:46:46,,,0,0,,,,,,,,,,,,,,,,,
960,21-Apr-2018 14:20:45,,,0,0,,,,,,,,,,,,,,,,,
973,18-Apr-2018 07:49:49,3.33,,1,1,,,,,,,,,,,,,,,,,
992,20-Apr-2018 18:30:42,,,0,0,,,,,,,,,,,,,,,,,